,name,team,nationality,position,age,games,games_starts,minutes,goals,assists,cards_yellow,cards_red,xg,xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,xg_per90,xg_assist_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_pens_save_pct,shots_on_target_pct,shots_on_target_per90,goals_per_shot,average_shot_distance,passes_completed,passes_pct,passes_total_distance,passes_pct_short,passes_pct_medium,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,sca,sca_per90,gca,gca_per90,tackles,tackles_won,challenges,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,take_ons,take_ons_won_pct,take_ons_tackled_pct,carries,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,fouls,fouled,offsides,crosses,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
301,Manuel Akanji,Manchester City,ch SUI,DF,29-276,21,20,1710,0,0,3,0,0.7,0.4,38,135,6,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.05,0.0,16.3,1395,93.9,22867,95.9,95.5,73.9,9,150,11,2,34,1.79,2,0.11,15,10,12,5,11,8,3,7,1598,108,472,776,352,11,2,100.0,0.0,1044,3286,52,0,4,5,1264,16,9,0,11,86,24,29,45.3
302,Manuel Ugarte Ribeiro,Manchester Utd,uy URU,MF,24-010,25,20,1590,1,0,9,0,0.8,0.6,10,53,19,0.06,0.0,0.05,0.03,N/a,N/a,N/a,N/a,18.8,0.17,0.06,22.0,683,87.1,11224,88.9,93.0,73.7,7,47,9,3,27,1.53,2,0.11,70,43,58,33,27,3,24,25,1010,40,297,558,173,14,31,54.8,32.3,572,996,10,1,29,24,623,35,31,0,7,110,17,17,50.0
303,Marc Cucurella,Chelsea,es ESP,DF,26-273,31,28,2538,4,1,10,1,2.3,1.8,30,98,106,0.14,0.04,0.08,0.06,N/a,N/a,N/a,N/a,36.8,0.25,0.21,16.6,1453,87.7,22812,93.8,89.8,55.8,17,104,12,3,45,1.6,5,0.18,54,36,50,25,39,12,27,22,1917,97,575,878,471,69,13,30.8,53.8,808,2009,16,2,25,6,1198,32,31,3,29,110,29,51,36.3
304,Marc Guéhi,Crystal Palace,eng ENG,DF,24-282,31,31,2789,3,2,9,1,1.7,1.2,22,124,8,0.1,0.06,0.05,0.04,N/a,N/a,N/a,N/a,50.0,0.19,0.25,9.8,1332,83.3,25500,91.5,88.7,55.3,12,123,10,3,37,1.19,5,0.16,55,30,43,14,53,22,31,24,1928,281,960,847,132,28,14,78.6,14.3,1025,2735,17,1,15,15,1192,22,26,1,13,133,65,50,56.5
305,Marco Asensio,Aston Villa,es ESP,"MF,FW",29-090,8,5,466,3,1,1,0,4.2,0.8,15,30,23,0.58,0.19,0.81,0.16,N/a,N/a,N/a,N/a,47.1,1.55,0.18,18.9,167,80.3,2341,89.9,83.6,31.3,12,14,8,2,25,4.83,3,0.58,7,5,8,5,2,0,2,1,261,4,24,105,137,22,12,50.0,41.7,163,461,18,3,4,7,179,8,6,2,21,19,0,1,0.0
306,Marcos Senesi,Bournemouth,ar ARG,DF,27-346,14,12,1008,0,0,5,0,0.8,0.2,12,51,5,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,6.0,493,76.7,10211,88.0,85.9,50.0,3,73,12,3,16,1.43,1,0.09,35,21,30,16,14,6,8,11,778,64,345,375,67,12,9,55.6,44.4,482,1464,14,0,5,5,492,19,7,0,10,67,23,27,46.0
307,Marcus Rashford,Aston Villa,eng ENG,FW,27-172,9,3,369,1,2,0,0,1.6,2.1,20,13,40,0.24,0.49,0.38,0.51,N/a,N/a,N/a,N/a,26.7,0.98,0.07,19.8,110,71.0,1666,86.5,75.6,34.8,12,2,9,2,26,6.36,3,0.73,8,5,5,1,2,0,2,1,207,2,13,48,149,25,20,45.0,55.0,121,452,8,14,6,1,141,1,3,1,26,12,1,7,12.5
308,Marcus Rashford,Manchester Utd,eng ENG,"FW,MF",27-172,15,12,978,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,N/a,N/a,N/a,N/a,56.3,0.83,0.25,16.4,253,73.8,3508,83.6,65.9,50.0,15,13,16,8,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,728,19,12,14,6,341,8,7,7,27,24,5,7,41.7
309,Marcus Tavernier,Bournemouth,eng ENG,"FW,MF",26-030,24,16,1561,3,5,5,0,5.2,2.8,37,99,103,0.17,0.29,0.3,0.16,N/a,N/a,N/a,N/a,31.3,0.86,0.06,20.5,525,72.6,8934,86.3,78.2,43.6,36,61,29,9,82,4.73,10,0.58,38,23,25,16,14,2,12,4,942,18,104,354,504,49,47,42.6,51.1,534,1525,35,7,36,42,601,25,20,4,89,96,22,30,42.3
310,Mario Lemina,Wolves,ga GAB,"MF,DF",31-232,17,15,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,493,80.4,9479,85.0,87.7,61.1,10,43,13,4,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,12,2,21,11,482,17,8,4,10,73,25,16,61.0
311,Mark Flekken,Brentford,nl NED,GK,31-312,32,32,2825,0,1,1,0,0.0,0.2,0,0,0,0.0,0.03,0.0,0.01,1.53,73.3,15.6,0.0,N/a,0.0,N/a,N/a,1113,73.3,32882,97.8,97.4,50.1,2,44,2,0,7,0.22,1,0.03,4,4,9,6,2,0,2,0,1616,1261,1569,52,0,0,1,100.0,0.0,987,2803,0,0,3,0,905,0,3,0,0,35,4,0,100.0
312,Mark Travers,Bournemouth,ie IRL,GK,25-338,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,80.0,20.0,N/a,N/a,0.0,N/a,N/a,100,70.4,3469,100.0,96.2,51.8,0,3,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,68,0,1,0,0,3,1,0,100.0
313,Marshall Munetsi,Wolves,zw ZIM,"MF,FW",28-303,9,8,698,1,1,0,0,3.0,0.9,4,7,23,0.13,0.13,0.38,0.11,N/a,N/a,N/a,N/a,33.3,0.64,0.07,14.8,99,71.2,1161,78.8,71.1,0.0,4,3,1,0,13,1.68,1,0.13,18,9,15,5,8,1,7,5,244,14,34,139,73,20,6,16.7,66.7,94,98,2,3,24,9,122,11,8,3,4,23,22,17,56.4
314,Martin Dúbravka,Newcastle Utd,sk SVK,GK,36-096,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.2,70.7,50.0,N/a,N/a,0.0,N/a,N/a,265,79.6,5932,100.0,100.0,40.2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,350,262,337,14,0,0,0,N/a,N/a,202,643,0,0,0,0,175,0,1,0,0,18,4,0,100.0
315,Martin Ødegaard,Arsenal,no NOR,MF,26-125,25,22,1955,2,5,4,0,4.3,4.5,78,226,138,0.09,0.23,0.2,0.21,N/a,N/a,N/a,N/a,33.3,0.6,0.03,18.7,1054,82.8,16290,90.6,87.7,53.2,54,112,77,5,109,5.02,12,0.55,19,11,23,19,4,0,4,3,1432,6,92,587,767,101,52,40.4,57.7,987,3165,67,23,27,36,1141,10,20,1,77,81,8,7,53.3
316,Mason Mount,Manchester Utd,eng ENG,"MF,FW",26-101,12,4,348,0,0,3,0,1.2,0.2,7,15,15,0.0,0.0,0.32,0.05,N/a,N/a,N/a,N/a,37.5,0.78,0.0,15.9,107,80.5,1542,86.6,82.5,60.0,5,8,2,1,11,2.84,0,0.0,8,2,8,2,7,1,6,2,175,3,24,85,67,12,4,0.0,75.0,114,218,8,1,7,8,130,12,7,0,8,9,3,6,33.3
317,Massimo Luongo,Ipswich Town,au AUS,MF,32-208,8,2,191,0,0,0,0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,39,73.6,551,88.9,68.8,33.3,0,1,0,0,0,0.0,0,0.0,8,5,7,3,4,2,2,2,73,9,33,24,16,1,0,N/a,N/a,38,25,0,0,2,3,41,1,2,0,1,10,1,0,100.0
318,Mateo Kovačić,Manchester City,hr CRO,MF,30-350,27,21,1870,6,1,5,0,1.7,3.5,49,136,14,0.29,0.05,0.08,0.17,N/a,N/a,N/a,N/a,27.8,0.48,0.17,21.8,1468,92.7,22600,95.0,95.7,62.5,28,165,26,0,58,2.79,6,0.29,59,35,58,31,18,0,18,19,1789,43,260,1016,533,16,38,52.6,28.9,1204,3287,66,3,16,28,1448,22,21,0,0,104,9,7,56.3
319,Mateus Fernandes,Southampton,pt POR,MF,20-285,31,29,2499,2,3,8,0,3.7,2.6,71,127,97,0.07,0.11,0.13,0.09,N/a,N/a,N/a,N/a,37.8,0.5,0.05,18.6,949,79.3,16118,87.5,85.3,54.3,30,86,21,4,68,2.45,6,0.22,78,43,58,31,35,3,32,19,1529,53,319,750,496,44,94,45.7,45.7,796,2859,64,8,47,30,953,40,48,3,102,155,13,9,59.1
320,Matheus Cunha,Wolves,br BRA,"MF,FW",25-329,28,25,2253,14,4,3,0,7.3,6.8,95,119,141,0.56,0.16,0.29,0.27,N/a,N/a,N/a,N/a,41.6,1.48,0.16,20.7,682,71.0,10862,84.7,75.4,43.9,46,81,50,9,107,4.27,13,0.52,34,20,35,24,19,1,18,16,1337,22,165,616,603,109,123,44.7,43.9,762,2835,79,33,70,45,891,39,63,8,118,116,10,27,27.0
321,Matheus Nunes,Manchester City,pt POR,"DF,MF",26-237,22,15,1314,0,5,3,0,0.5,4.2,53,63,143,0.0,0.34,0.04,0.29,N/a,N/a,N/a,N/a,33.3,0.14,0.0,20.4,843,86.7,13133,91.7,88.5,67.7,21,42,23,6,36,2.47,6,0.41,26,17,29,17,12,3,9,12,1106,35,202,420,488,52,31,41.9,41.9,690,1906,24,22,25,10,802,27,14,5,34,57,13,13,50.0
322,Mathias Jensen,Brentford,dk DEN,MF,29-110,19,8,770,0,2,2,0,0.2,1.6,6,55,26,0.0,0.23,0.03,0.19,N/a,N/a,N/a,N/a,16.7,0.12,0.0,23.1,327,75.0,6098,87.1,79.0,55.7,15,39,17,2,37,4.32,4,0.47,12,8,15,8,13,4,9,7,510,23,115,215,183,9,15,60.0,26.7,273,538,8,0,8,6,315,7,10,0,31,44,8,5,61.5
323,Mathys Tel,Tottenham,fr FRA,FW,19-359,7,5,402,2,0,0,0,1.8,0.6,11,9,35,0.45,0.0,0.41,0.13,N/a,N/a,N/a,N/a,50.0,1.34,0.08,16.7,88,76.5,1452,88.7,73.9,63.6,4,6,6,2,8,1.8,0,0.0,3,1,6,5,3,0,3,0,174,1,18,65,95,19,19,21.1,63.2,126,385,11,3,10,7,125,5,4,0,10,19,1,2,33.3
324,Mats Wieffer,Brighton,nl NED,"MF,DF",25-156,20,5,602,1,2,4,0,0.5,1.3,6,40,10,0.15,0.3,0.08,0.19,N/a,N/a,N/a,N/a,33.3,0.3,0.17,12.7,387,86.6,6337,90.8,88.6,79.4,11,40,3,1,22,3.28,3,0.45,29,16,23,9,11,1,10,10,546,28,132,309,112,13,9,44.4,55.6,309,522,8,1,11,8,350,16,5,0,5,50,22,17,56.4
325,Matt Doherty,Wolves,ie IRL,DF,33-095,26,21,1818,2,1,6,0,1.0,1.5,29,73,39,0.1,0.05,0.05,0.08,N/a,N/a,N/a,N/a,30.0,0.15,0.2,11.4,900,81.8,16696,89.7,86.1,60.8,11,85,13,1,24,1.19,3,0.15,35,19,21,7,25,15,10,21,1312,110,507,647,175,25,20,55.0,30.0,693,1953,19,4,11,5,822,17,11,2,18,91,46,19,70.8
326,Matt O'Riley,Brighton,dk DEN,MF,24-151,16,8,677,1,1,1,0,1.9,1.3,16,29,40,0.13,0.13,0.26,0.17,N/a,N/a,N/a,N/a,26.3,0.66,0.05,16.7,247,79.4,3833,91.5,80.6,48.9,13,22,6,0,29,3.86,4,0.53,15,9,11,7,6,3,3,12,400,15,62,179,161,33,12,58.3,33.3,205,432,11,5,13,3,233,10,10,1,36,21,4,6,40.0
327,Matthijs de Ligt,Manchester Utd,nl NED,DF,25-252,28,24,2089,2,0,3,0,2.5,0.3,7,55,6,0.09,0.0,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1225,90.1,21549,94.1,94.5,50.5,6,63,2,1,14,0.6,1,0.04,30,22,32,9,29,21,8,33,1584,181,813,722,56,29,4,50.0,50.0,1063,2219,3,0,5,3,1142,16,12,2,6,66,57,29,66.3
328,Matty Cash,Aston Villa,pl POL,DF,27-257,22,19,1650,1,1,6,0,0.3,1.1,43,38,67,0.05,0.05,0.02,0.06,N/a,N/a,N/a,N/a,40.0,0.22,0.1,19.0,586,78.8,9704,89.7,80.2,48.7,10,36,8,4,22,1.2,2,0.11,46,26,33,10,17,6,11,20,930,66,333,371,237,36,32,46.9,43.8,466,1504,33,4,17,6,528,24,14,1,28,57,17,18,48.6
329,Matz Sels,Nott'ham Forest,be BEL,GK,33-054,32,32,2880,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.19,74.5,40.6,0.0,N/a,0.0,N/a,N/a,430,50.6,16491,100.0,97.6,37.1,1,37,2,0,5,0.16,0,0.0,1,1,1,0,0,0,0,0,935,712,921,14,0,0,0,N/a,N/a,456,1401,0,0,0,0,364,0,10,0,0,9,14,2,87.5
330,Max Kilman,West Ham,eng ENG,DF,27-333,33,33,2898,0,1,4,0,1.4,1.1,28,103,5,0.0,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.0,8.4,1442,86.9,27949,92.4,92.5,58.1,15,96,3,0,26,0.81,3,0.09,30,17,23,4,54,37,17,36,2018,406,1126,812,95,28,18,72.2,5.6,1056,2749,10,2,14,2,1337,17,12,2,2,132,99,48,67.3
331,Maxence Lacroix,Crystal Palace,fr FRA,DF,25-015,30,30,2666,1,1,5,0,2.8,0.8,8,58,7,0.03,0.03,0.1,0.03,N/a,N/a,N/a,N/a,20.0,0.17,0.04,11.8,1064,81.7,21929,85.0,90.7,55.7,6,64,2,1,26,0.88,4,0.14,66,39,47,15,40,15,25,49,1696,304,1037,594,72,36,13,61.5,23.1,904,1922,4,0,21,3,996,31,18,1,6,120,54,44,55.1
332,Michael Kayode,Brentford,it ITA,DF,20-285,7,1,128,0,0,1,0,0.0,0.2,3,2,10,0.0,0.0,0.0,0.11,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,41,67.2,755,75.0,69.7,50.0,2,3,1,1,4,2.81,1,0.7,9,5,5,0,0,0,0,1,75,9,33,24,20,4,2,50.0,50.0,29,118,2,2,2,0,29,3,1,0,5,8,1,1,50.0
333,Michael Keane,Everton,eng ENG,DF,32-100,11,9,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0.0,0.05,0.01,N/a,N/a,N/a,N/a,37.5,0.32,0.25,14.8,258,81.6,5895,88.5,90.3,75.3,2,17,0,0,6,0.63,0,0.0,10,7,13,6,11,7,4,10,426,85,241,169,18,14,1,0.0,100.0,189,236,1,0,1,2,240,9,0,0,1,24,20,14,58.8
334,Michail Antonio,West Ham,jm JAM,FW,35-024,14,11,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,N/a,N/a,N/a,N/a,21.1,0.43,0.05,12.6,114,60.6,2183,72.2,59.7,71.0,9,11,6,2,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,13,9,35,19,221,12,7,4,25,22,17,22,43.6
335,Micky van de Ven,Tottenham,nl NED,DF,24-002,11,10,905,0,2,4,0,0.6,1.2,8,47,1,0.0,0.2,0.06,0.12,N/a,N/a,N/a,N/a,33.3,0.2,0.0,11.1,659,90.9,12335,92.3,96.2,62.1,2,45,1,0,9,0.9,2,0.2,10,6,14,6,9,6,3,9,808,100,425,359,33,9,8,50.0,50.0,564,1301,10,1,5,4,587,10,7,0,0,59,18,16,52.9
336,Miguel Almirón,Newcastle Utd,py PAR,FW,31-070,9,1,157,0,0,0,0,0.5,0.3,3,6,18,0.0,0.0,0.3,0.15,N/a,N/a,N/a,N/a,33.3,1.15,0.0,14.2,54,81.8,707,92.9,81.3,33.3,3,3,1,0,8,4.59,0,0.0,3,2,3,1,2,0,2,0,81,1,10,35,36,9,2,50.0,50.0,54,93,3,2,0,2,59,1,3,2,0,4,0,2,0.0
337,Mikel Merino,Arsenal,es ESP,"MF,FW",28-303,25,15,1401,6,2,2,0,4.4,1.9,9,61,86,0.39,0.13,0.28,0.12,N/a,N/a,N/a,N/a,37.5,0.77,0.19,10.5,411,77.8,5683,86.7,78.3,53.3,15,33,24,4,39,2.51,4,0.26,38,22,29,14,17,5,12,13,709,35,127,300,291,72,17,41.2,35.3,350,640,12,4,21,22,460,35,20,7,12,76,57,52,52.3
338,Mikey Moore,Tottenham,eng ENG,"FW,MF",17-253,7,2,185,0,1,0,0,0.2,0.3,9,7,30,0.0,0.49,0.1,0.16,N/a,N/a,N/a,N/a,0.0,0.0,0.0,19.5,48,71.6,593,96.8,65.0,20.0,3,1,5,1,10,4.86,2,0.97,0,0,1,1,1,0,1,1,96,1,10,22,65,12,11,9.1,81.8,68,239,3,4,6,4,73,3,4,2,12,5,1,4,20.0
339,Mikkel Damsgaard,Brentford,dk DEN,"MF,FW",24-292,33,29,2495,2,10,2,0,2.6,7.3,62,204,115,0.07,0.36,0.09,0.26,N/a,N/a,N/a,N/a,22.6,0.25,0.06,17.1,954,72.8,16253,85.4,73.5,52.8,55,144,62,15,109,3.93,21,0.76,73,40,69,42,33,2,31,25,1619,33,293,734,614,70,89,51.7,36.0,924,2615,42,9,53,42,1075,15,26,6,118,152,12,25,32.4
340,Milos Kerkez,Bournemouth,hu HUN,DF,21-165,33,33,2897,2,5,4,0,0.5,3.3,89,141,161,0.06,0.16,0.02,0.1,N/a,N/a,N/a,N/a,29.4,0.16,0.12,20.4,1141,75.4,17883,89.3,78.1,36.8,30,79,34,22,74,2.3,9,0.28,49,26,36,14,33,11,22,38,1858,101,482,782,616,57,43,44.2,32.6,926,3158,62,15,42,18,1004,27,44,1,115,148,25,46,35.2
341,Mohamed Salah,Liverpool,eg EGY,FW,32-310,33,33,2921,27,18,1,0,23.7,12.3,137,127,407,0.83,0.55,0.73,0.38,N/a,N/a,N/a,N/a,43.0,1.42,0.17,14.7,786,71.4,11778,83.8,69.9,61.6,76,49,80,13,145,4.47,24,0.74,20,11,14,7,11,0,11,7,1481,10,87,446,967,310,119,44.5,52.9,1012,3207,54,110,102,60,1236,22,33,15,64,90,9,12,42.9
342,Mohammed Kudus,West Ham,gh GHA,"FW,MF",24-262,27,27,2241,3,2,1,1,6.2,2.3,87,71,189,0.12,0.08,0.25,0.09,N/a,N/a,N/a,N/a,29.2,0.76,0.05,15.6,620,83.6,10034,90.0,89.6,67.1,27,40,25,12,94,3.78,6,0.24,33,19,26,16,21,1,20,4,1100,11,149,451,537,111,177,43.5,46.9,719,2242,55,38,63,84,860,34,57,18,69,119,10,34,22.7
343,Moisés Caicedo,Chelsea,ec ECU,MF,23-170,33,33,2901,1,2,10,0,0.7,2.9,37,188,34,0.03,0.06,0.02,0.09,N/a,N/a,N/a,N/a,17.6,0.09,0.06,25.0,1736,89.9,30237,92.3,92.9,77.8,28,208,31,2,86,2.67,7,0.22,97,61,76,29,44,9,35,43,2263,80,481,1397,410,12,50,40.0,38.0,1249,2781,27,2,34,23,1595,60,54,0,8,192,29,15,65.9
344,Morato,Nott'ham Forest,br BRA,DF,23-295,22,5,754,0,0,2,0,0.2,0.0,0,14,1,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.12,0.0,8.6,177,74.1,2982,83.7,83.8,35.7,0,10,0,0,2,0.24,0,0.0,21,13,20,7,11,4,7,9,369,78,230,122,19,2,1,100.0,0.0,122,272,2,0,6,3,153,9,2,0,0,31,5,13,27.8
345,Morgan Gibbs-White,Nott'ham Forest,eng ENG,MF,25-084,28,28,2288,5,7,8,1,4.3,4.4,62,139,112,0.2,0.28,0.17,0.17,N/a,N/a,N/a,N/a,34.0,0.67,0.1,16.7,821,78.5,12615,85.1,82.0,59.0,44,110,35,7,97,3.82,16,0.63,37,17,26,13,14,4,10,17,1350,30,159,675,537,83,71,39.4,46.5,760,2265,46,12,62,36,1015,31,34,7,36,111,34,43,44.2
346,Morgan Rogers,Aston Villa,eng ENG,"FW,MF",22-269,32,32,2678,8,8,8,0,6.1,6.5,102,111,166,0.27,0.27,0.21,0.22,N/a,N/a,N/a,N/a,36.5,0.64,0.15,15.8,596,73.8,8660,81.1,76.6,79.2,44,67,50,2,94,3.16,13,0.44,33,16,37,20,23,6,17,5,1204,35,178,522,529,131,145,41.4,45.5,707,2901,61,32,92,65,845,43,46,2,19,101,10,42,19.2
347,Murillo,Nott'ham Forest,br BRA,DF,22-291,31,31,2748,1,0,5,0,1.2,1.1,19,99,4,0.03,0.0,0.04,0.04,N/a,N/a,N/a,N/a,20.0,0.13,0.05,24.3,955,78.0,18878,91.0,87.1,47.8,12,108,11,1,34,1.11,1,0.03,44,32,41,18,64,42,22,29,1616,361,826,716,88,17,32,81.3,18.8,688,2135,24,1,18,9,818,23,4,0,12,123,34,19,64.2
348,Mykhailo Mudryk,Chelsea,ua UKR,FW,24-106,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.0,0.0,0.15,0.58,N/a,N/a,N/a,N/a,100.0,0.6,0.0,11.6,28,66.7,431,70.8,66.7,50.0,2,2,2,1,6,3.6,0,0.0,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,8,0,3,7,42,2,2,1,7,9,2,4,33.3
349,Myles Lewis-Skelly,Arsenal,eng ENG,DF,18-207,18,11,993,1,0,2,2,0.1,0.2,26,55,24,0.09,0.0,0.01,0.02,N/a,N/a,N/a,N/a,50.0,0.09,0.5,14.3,495,90.3,7290,95.3,90.0,66.7,5,51,7,0,19,1.72,0,0.0,21,14,9,0,1,0,1,6,640,16,114,343,196,13,24,50.0,33.3,366,1221,20,4,8,8,430,9,33,0,7,39,6,6,50.0
350,Nathan Aké,Manchester City,nl NED,DF,30-062,10,8,678,0,0,0,0,0.2,0.0,12,50,2,0.0,0.0,0.03,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,10.0,509,93.9,8321,98.0,97.1,58.8,1,42,1,0,8,1.06,0,0.0,9,7,6,2,7,2,5,3,596,51,205,331,61,5,1,100.0,0.0,403,1501,12,1,4,3,449,2,0,0,1,24,13,10,56.5
351,Nathan Broadhead,Ipswich Town,wls WAL,"MF,FW",27-016,16,6,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.0,0.22,0.1,N/a,N/a,N/a,N/a,60.0,0.89,0.1,15.4,149,76.0,2132,87.5,79.7,25.0,6,10,4,0,19,2.83,2,0.3,7,3,9,6,6,1,5,4,276,7,38,139,109,19,32,50.0,43.8,152,502,14,4,18,11,191,4,13,2,9,30,1,9,10.0
352,Nathan Collins,Brentford,ie IRL,DF,23-356,33,33,2970,2,2,5,0,2.5,1.5,25,112,18,0.06,0.06,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.18,0.13,10.8,1501,85.8,28532,88.0,92.4,59.7,9,94,7,2,28,0.85,7,0.21,35,20,31,10,68,48,20,31,2139,341,1124,867,158,63,12,50.0,41.7,1125,3556,9,0,15,8,1303,24,25,6,7,145,103,57,64.4
353,Nathan Patterson,Everton,sct SCO,"DF,FW",23-187,8,1,203,0,0,0,0,0.1,0.3,4,7,7,0.0,0.0,0.03,0.15,N/a,N/a,N/a,N/a,0.0,0.0,0.0,16.8,77,73.3,1294,97.4,65.3,42.9,2,7,4,2,6,2.66,0,0.0,4,1,6,4,2,0,2,0,126,6,31,51,46,4,8,87.5,0.0,50,113,2,2,3,1,63,2,1,0,7,7,1,4,20.0
354,Nathan Wood-Gordon,Southampton,eng ENG,DF,22-325,9,7,624,0,0,2,0,0.2,0.0,2,17,0,0.0,0.0,0.03,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,5.9,363,92.8,6144,94.4,96.4,69.6,1,11,0,0,3,0.43,0,0.0,10,7,8,3,8,5,3,4,457,54,219,212,27,2,5,60.0,20.0,253,454,6,0,4,1,339,8,4,0,3,20,11,7,61.1
355,Nathaniel Clyne,Crystal Palace,eng ENG,"DF,MF",34-016,13,5,483,0,0,1,0,0.0,0.3,6,7,8,0.0,0.0,0.0,0.06,N/a,N/a,N/a,N/a,0.0,0.0,0.0,31.4,171,76.0,3113,80.9,88.4,46.7,3,16,2,1,3,0.56,0,0.0,12,8,11,5,4,2,2,3,273,18,111,125,37,3,1,0.0,100.0,158,314,2,3,5,2,178,2,2,0,7,10,1,7,12.5
356,Neco Williams,Nott'ham Forest,wls WAL,DF,24-008,29,22,2054,1,2,5,0,2.2,1.4,53,70,77,0.04,0.09,0.1,0.06,N/a,N/a,N/a,N/a,18.8,0.26,0.03,19.7,630,75.3,9556,89.5,72.2,39.0,14,50,17,7,40,1.75,5,0.22,66,38,63,24,36,7,29,23,1189,126,425,428,350,35,39,38.5,43.6,481,1631,25,14,20,14,560,19,34,1,39,78,32,24,57.1
357,Neto,Bournemouth,br BRA,GK,35-276,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,84.6,0.0,N/a,N/a,0.0,N/a,N/a,40,64.5,1183,100.0,100.0,36.4,0,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,70,60,70,0,0,0,0,N/a,N/a,35,99,0,0,0,0,28,0,2,0,0,3,0,0,N/a
358,Nick Pope,Newcastle Utd,eng ENG,GK,33-002,23,23,2070,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.39,70.5,26.1,50.0,N/a,0.0,N/a,N/a,471,71.9,12173,99.0,98.4,42.0,0,2,0,0,4,0.17,0,0.0,0,0,0,0,1,0,1,1,733,586,723,10,0,0,0,N/a,N/a,381,1431,0,0,0,1,257,2,5,0,0,18,11,1,91.7
359,Niclas Füllkrug,West Ham,de GER,FW,32-071,13,4,544,3,2,2,0,1.9,1.9,5,9,21,0.5,0.33,0.32,0.31,N/a,N/a,N/a,N/a,38.5,0.83,0.23,10.4,81,65.3,1088,72.9,59.5,60.0,13,7,4,0,18,2.97,2,0.33,2,2,3,1,1,0,1,0,174,13,16,86,73,32,4,25.0,75.0,68,141,3,2,11,4,122,14,4,5,1,9,25,35,41.7
360,Nico O’Reilly,Manchester City,eng ENG,DF,20-031,6,4,366,2,0,0,0,1.1,0.2,11,12,17,0.49,0.0,0.27,0.04,N/a,N/a,N/a,N/a,40.0,0.49,0.4,16.8,233,86.9,3124,90.8,85.2,60.0,3,24,0,0,9,2.21,2,0.49,6,3,4,3,2,0,2,3,311,9,52,174,89,12,12,75.0,25.0,192,424,8,0,8,6,226,5,3,1,4,22,4,6,40.0
361,Nicolas Jackson,Chelsea,sn SEN,FW,23-305,27,25,2025,9,5,7,0,12.1,4.3,44,34,114,0.4,0.22,0.54,0.19,N/a,N/a,N/a,N/a,42.5,1.38,0.12,12.6,267,74.6,3591,80.9,75.2,66.7,28,21,8,1,67,2.98,10,0.44,18,11,8,5,12,2,10,3,622,19,44,252,334,136,55,30.9,50.9,367,1222,23,29,59,36,456,29,27,18,3,43,18,33,35.3
